respid,comtype2,smuse_fb,smuse_yt,smuse_x,smuse_ig,smuse_sc,smuse_tt,smuse_rd,smuse_bsk,smuse_th,smuse_ts,relig,educcat,party,hisp,racethn,agecat,birthplace,gender,adults,inc_sdt1,cregion,metro
4073,1,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2,3,3,1,3,2,99,2,2,3,2,1
1832,3,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,2,2,1,2,1,1,2,7,1,2
10396,3,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,12,3,4,1,3,2,99,99,3,99,3,2
16827,2,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,3,2,1,4,1,2,2,4,2,1
6976,3,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,10,3,2,2,1,4,1,2,2,1,2,2
12708,3,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,9,1,3,2,1,3,1,2,2,5,4,2
7924,2,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,3,2,1,4,1,2,1,3,2,1
12989,3,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1,3,2,2,2,3,1,2,3,2,3,1
3087,2,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,1,2,1,4,1,1,3,4,3,1
17044,3,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1,1,2,2,1,2,1,2,2,8,3,2
13721,3,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,2,2,1,4,1,2,1,2,2,2
2858,2,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,2,3,2,1,4,1,2,1,1,2,1
3053,1,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1,1,1,2,1,2,1,2,2,8,3,1
13428,3,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1,3,1,2,1,4,1,2,99,1,3,2
14311,2,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,3,3,2,1,4,1,2,1,1,2,1
11060,2,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,12,1,2,2,1,4,1,2,1,3,3,1
17915,2,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1,1,2,2,1,4,1,2,2,99,2,2
385,2,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,12,3,3,2,1,4,1,2,1,1,1,1
6063,2,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1,1,4,2,2,2,1,2,2,5,3,1
11718,3,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,12,3,3,2,1,3,1,2,1,1,2,1
12707,2,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,1,3,2,1,4,1,1,1,5,3,1
3326,2,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,11,2,3,2,1,3,1,3,1,1,2,1
2076,2,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,1,3,2,1,4,1,1,2,99,2,1
12451,2,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,9,1,2,1,3,4,1,2,1,1,4,1
18145,2,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,12,1,3,2,5,3,1,1,1,7,2,1
12879,1,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,2,2,2,2,4,1,1,1,4,3,1
7985,2,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1,1,1,2,1,3,1,2,2,4,3,1
5773,3,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1,2,1,2,1,3,1,1,2,3,3,1
1425,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,3,2,2,1,4,1,2,1,1,2,1
12020,2,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,99,3,3,1,3,3,4,1,2,4,3,2
14065,3,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,3,2,1,4,1,1,2,7,2,1
9570,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,10,3,2,1,3,2,1,2,2,5,2,1
4627,3,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,2,2,4,4,1,2,1,3,1,2
3523,1,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2,3,4,2,4,2,4,1,3,3,4,1
1315,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,9,1,2,2,1,4,1,1,2,7,1,1
11659,1,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2,2,2,99,99,4,1,1,99,2,4,1
16362,2,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,1,2,1,4,1,2,1,7,3,1
12907,2,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1,2,1,2,1,4,1,2,2,1,3,1
9838,3,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2,3,4,1,3,2,1,2,4,1,2,1
3730,2,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2,2,99,1,3,99,3,1,99,4,1,1
171,1,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,12,2,2,2,2,1,1,2,2,1,3,1
16675,3,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1,3,3,2,1,3,4,2,4,1,3,1
2738,2,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,10,3,3,1,3,3,4,1,2,4,4,1
11480,2,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1,2,3,2,2,4,1,2,1,5,2,1
6021,2,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1,1,4,2,1,3,1,1,2,5,3,1
15760,3,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,1,3,2,1,3,1,1,3,6,2,2
5134,3,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,11,2,4,2,1,3,1,2,1,8,4,1
6037,3,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,12,3,4,2,1,2,1,1,1,4,4,2
2065,3,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,3,2,2,1,3,1,1,1,1,3,1
16259,2,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,5,1,2,2,1,3,1,2,1,7,4,1
6680,2,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,2,1,2,1,4,1,1,1,5,4,1
18692,2,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2,2,99,99,1,4,1,2,2,2,2,1
2022,1,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,9,1,4,2,1,1,1,1,2,1,1,1
6737,3,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,12,2,3,1,3,1,1,2,2,1,3,1
4312,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,3,1,2,1,4,1,1,1,1,2,2
15669,1,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2,2,1,1,3,2,4,2,2,2,3,1
4701,1,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2,1,2,5,4,99,2,3,3,4,1
7046,3,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,3,99,2,1,2,1,2,1,1,2,1
8856,2,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,11,2,1,2,5,4,1,1,1,3,4,1
13027,2,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1,2,2,2,1,3,1,2,3,3,2,1
6686,1,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,2,2,2,2,1,2,3,5,1,1
14591,1,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,2,1,3,4,4,1,2,5,3,1
4551,3,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,1,2,1,3,1,1,1,4,3,2
5656,2,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,1,3,2,5,3,4,1,3,7,3,1
13245,2,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,3,2,2,1,4,1,1,3,5,3,1
17143,3,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,3,2,2,2,3,1,2,1,1,3,1
6620,1,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,12,2,2,1,3,1,1,2,2,2,3,2
9413,2,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,9,1,3,2,1,4,1,2,3,8,2,2
11141,2,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1,2,1,2,1,4,1,2,2,4,3,1
9427,1,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,9,1,2,1,3,2,1,1,1,4,4,1
578,1,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,10,1,2,2,1,1,1,1,2,8,3,2
5731,1,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2,3,2,2,5,1,1,2,5,99,4,1
8277,3,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,2,1,2,1,4,1,1,2,2,2,2
415,1,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2,1,2,2,1,1,1,2,99,5,1,1
1483,2,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,2,1,3,4,1,2,2,6,3,1
3108,2,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,2,2,2,4,1,2,2,6,1,1
14973,3,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2,1,1,1,3,3,1,1,2,8,4,1
12318,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,10,3,2,2,1,4,4,2,1,3,4,1
14633,3,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,2,1,2,1,4,1,2,2,5,2,1
8919,1,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1,3,1,2,1,4,1,1,1,3,3,1
7969,2,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,4,2,1,3,1,1,2,8,2,1
5700,2,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,12,1,4,1,3,4,1,1,3,3,4,1
14072,1,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,3,2,2,2,4,1,2,3,1,2,1
9593,2,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,12,2,2,2,1,4,1,1,2,8,4,1
10968,2,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2,3,2,2,1,4,1,2,2,5,3,1
15236,1,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,2,2,2,2,4,1,2,1,2,3,1
18517,2,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,10,2,2,1,3,1,1,1,2,3,2,1
15626,1,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,10,1,4,2,1,3,4,1,1,8,3,1
16251,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,3,2,1,3,1,1,1,3,2,1
15709,1,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2,1,2,2,2,1,1,2,1,2,3,1
1668,2,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,4,1,1,2,1,3,1,1,4,5,2,1
15949,2,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,10,1,1,2,1,4,1,1,2,5,2,1
811,2,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2,1,2,2,1,2,1,2,2,8,2,1
6354,2,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,1,2,1,4,1,1,2,5,3,1
18653,2,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,2,2,2,2,3,1,2,2,2,3,2
4352,3,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,9,3,2,2,1,4,1,2,2,5,3,1
18584,2,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,12,3,3,2,1,3,1,2,1,4,2,1
8752,3,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1,2,3,2,1,2,1,2,1,2,1,1
4983,1,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,12,2,2,2,2,4,2,2,1,4,3,1
3703,1,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,12,2,3,2,1,3,1,2,1,1,3,2
3561,2,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1,3,3,2,1,3,1,2,2,7,1,1
11612,3,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,3,2,1,4,1,2,2,5,3,2
11901,3,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,2,1,2,1,3,1,1,1,8,2,2
8486,2,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,2,2,3,1,3,3,4,99,3,1,4,2
13134,1,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,5,1,2,2,1,4,1,2,1,7,1,1
4187,2,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,10,2,3,2,1,3,1,1,3,5,4,1
2838,3,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,12,3,4,2,1,3,1,1,1,1,3,1
2229,1,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2,1,4,1,3,2,4,2,2,8,1,1
11524,2,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,12,1,1,2,1,2,1,2,2,6,4,1
17758,3,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1,2,1,2,1,2,1,1,2,1,2,2
84,2,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,3,2,2,3,1,2,4,8,3,1
17357,1,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,12,2,1,2,1,1,1,1,4,1,4,1
10304,3,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,1,2,1,2,1,2,2,8,3,2
16480,1,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,3,2,2,4,1,1,2,4,2,1
5559,2,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2,2,1,2,1,4,1,1,4,7,2,1
5125,3,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2,1,2,2,1,2,1,2,2,8,1,1
12194,3,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,2,2,2,1,4,1,2,3,4,2,1
10317,2,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,3,1,3,2,1,2,1,2,2,7,4,1
3020,2,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,1,3,2,1,3,1,2,3,8,1,1
636,3,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1,3,1,2,1,3,1,2,99,1,3,2
13672,3,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,1,2,1,3,4,2,3,7,3,1
15021,3,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,1,3,2,1,4,1,2,2,5,2,1
275,1,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,10,2,99,1,3,2,2,2,1,5,1,1
16819,3,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,3,1,2,1,4,1,1,2,6,1,1
5307,3,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,1,3,2,1,4,1,1,2,3,1,1
4035,2,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,1,2,1,3,1,1,2,5,3,1
4335,2,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2,2,4,1,3,2,4,2,1,99,4,2
5121,2,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,7,1,1,2,5,4,4,1,4,3,4,1
2089,1,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,12,2,2,2,99,2,1,1,5,1,2,1
111,1,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,2,4,2,1,2,1,1,2,8,2,1
4041,1,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,10,1,2,2,4,2,1,2,2,8,2,1
12126,2,2.0,1.0,2.0,99.0,2.0,2.0,1.0,1.0,2.0,2.0,12,1,3,1,3,2,4,1,1,8,3,1
14449,3,1.0,1.0,99.0,99.0,99.0,99.0,1.0,99.0,99.0,99.0,2,1,1,2,1,2,1,1,1,99,3,2
12524,2,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,1,1,3,2,1,1,2,6,3,1
14757,2,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,2,4,2,2,4,1,2,1,1,3,1
5267,1,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1,2,3,2,1,1,1,2,3,3,2,1
13258,2,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,12,3,4,1,3,1,2,2,3,1,3,1
8309,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,99.0,1.0,99.0,1,2,1,2,1,3,1,2,2,2,3,2
12343,3,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,12,3,2,2,1,1,1,2,2,2,2,1
2794,2,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1,1,1,1,3,3,1,2,1,8,3,1
13992,2,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,2,2,1,4,1,1,2,4,2,1
17157,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,12,3,4,1,3,1,4,1,1,1,2,1
6350,2,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,3,2,1,4,1,1,1,4,2,1
3082,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,2,1,2,1,4,1,1,2,3,3,1
4105,3,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,10,1,2,2,1,2,1,2,2,8,4,2
43,2,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,12,3,2,1,3,2,4,1,2,4,4,1
18116,2,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,3,2,5,3,4,1,2,8,4,1
10115,1,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,12,1,1,2,1,2,1,1,2,8,2,2
10297,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,10,3,2,2,1,1,1,2,3,8,2,1
3902,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1,1,1,2,1,2,1,1,2,8,3,1
11666,3,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,3,3,2,1,3,1,2,2,5,3,2
335,3,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1,3,1,1,3,3,4,2,1,1,3,1
4837,1,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,10,1,2,2,4,1,1,2,2,5,4,1
18705,1,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,11,3,3,2,2,3,3,2,1,3,3,1
14787,2,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,9,2,2,2,1,1,1,1,2,3,3,1
8124,3,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,12,3,3,2,1,2,1,2,2,1,4,1
2622,2,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1,1,1,2,1,4,1,2,1,2,3,1
9879,3,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,2,3,2,1,4,1,1,2,4,2,2
15505,1,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1,3,3,2,5,3,4,1,1,1,1,1
679,1,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1,1,1,2,1,4,1,1,2,3,3,1
12096,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,5,1,3,2,1,1,1,2,3,5,1,1
8092,3,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,2,1,2,1,2,1,2,2,7,4,2
14290,3,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1,2,3,2,1,3,1,2,2,8,2,1
8242,1,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1,3,2,2,2,3,1,1,1,2,3,1
10927,3,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,3,2,1,4,1,2,2,4,2,2
11637,1,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,10,1,2,2,1,1,1,2,1,7,1,1
17000,1,1.0,1.0,99.0,99.0,99.0,99.0,1.0,99.0,99.0,99.0,2,1,3,1,3,4,1,1,2,5,3,1
1828,3,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1,3,1,2,1,2,1,2,3,6,3,2
18700,2,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,12,3,2,1,3,2,4,2,1,1,4,1
17703,1,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,3,99,1,3,4,4,1,5,2,2,1
12653,2,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1,2,1,2,1,3,1,2,3,1,3,1
1908,1,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,1,1,3,3,4,2,1,1,4,1
10520,1,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,9,1,2,2,5,2,4,2,2,8,1,1
14031,2,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5,1,1,2,1,3,1,1,1,8,3,2
8820,3,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,3,2,1,3,1,2,2,4,1,2
8221,3,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,3,2,1,2,1,2,2,8,2,2
6903,2,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,9,1,2,2,5,1,1,1,2,8,1,1
6551,3,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2,2,1,2,1,1,1,2,2,6,4,1
5096,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,11,1,2,2,1,1,1,2,99,4,2,1
1528,2,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,3,2,2,3,1,1,1,6,3,1
4981,1,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2,1,1,1,3,4,4,1,1,1,1,1
7685,2,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,10,1,3,2,1,3,1,1,2,6,2,1
13100,3,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1,2,4,99,1,2,1,2,2,4,2,2
57,2,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,6,1,2,1,3,3,1,2,1,1,3,1
2038,2,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,10,1,3,2,1,3,1,2,3,6,2,1
6179,2,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1,3,1,1,3,3,1,2,3,4,3,1
6592,3,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1,2,1,2,1,4,1,1,3,1,1,1
10420,1,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,9,1,2,1,3,2,1,2,1,6,4,1
15652,1,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,3,1,2,1,4,1,2,1,2,4,1
7320,2,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,12,3,4,1,3,2,1,2,2,3,3,1
10017,3,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,12,2,3,2,1,3,1,1,1,4,2,1
14518,2,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1,1,2,2,1,4,1,1,2,8,2,1
14452,2,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,11,2,3,2,1,2,1,1,1,6,3,1
4827,1,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,3,2,2,1,4,1,1,2,5,3,1
692,2,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,5,1,2,2,1,4,1,1,2,8,1,1
263,3,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,1,2,1,4,1,1,1,1,3,2
11229,1,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,2,1,3,2,2,1,2,8,3,1
7059,2,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1,3,1,2,1,3,1,1,4,99,1,1
14739,2,2.0,1.0,2.0,99.0,2.0,1.0,2.0,2.0,2.0,2.0,1,2,2,1,3,3,1,1,2,8,4,1
11774,2,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,3,3,2,1,4,1,1,3,7,4,1
12244,2,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1,2,4,2,1,3,1,2,3,7,3,1
