RESPID,STRATUM,COMTYPE2,SMUSE_FB,SMUSE_YT,SMUSE_X,SMUSE_IG,SMUSE_SC,SMUSE_WA,SMUSE_TT,SMUSE_RD,SMUSE_BSK,SMUSE_TH,SMUSE_TS,RELIG,EDUCCAT,PARTY,HISP,RACECMB,RACETHN,AGECAT,BIRTHPLACE,GENDER,ADULTS,INC_SDT1,CREGION,METRO,BASEWT,WEIGHT
17593,7,1,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1,1,1,1,4,3,4,4,1,1,5,4,1,0.1774981600916267,0.1040985458917079
11126,10,2,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,10,1,2,2,1,1,3,1,1,2,5,4,1,0.802200473100524,0.4954144591018217
1641,10,3,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1,2,1,2,1,1,2,1,1,2,4,1,2,1.604400946201048,3.7530125701582864
7003,7,1,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1,2,2,2,4,4,1,1,2,1,1,4,1,0.0887490800458133,0.4487561654825073
12054,10,2,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,10,1,2,2,1,1,4,1,1,2,8,3,1,1.604400946201048,0.6967890342095625
7351,10,1,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,10,1,3,2,1,1,2,4,2,2,8,1,1,0.802200473100524,0.7617033344290483
8105,10,1,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2,1,2,2,1,1,3,1,2,1,6,4,1,0.802200473100524,0.4866557422696655
8341,10,2,1.0,1.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,12,3,3,2,1,1,2,1,2,2,1,3,1,0.802200473100524,2.0780545459020323
15215,8,1,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2,3,3,1,99,3,3,4,1,4,3,4,1,0.5774466377384035,2.574970243103572
11677,8,1,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,2,99,2,1,1,3,4,4,2,3,99,4,1,1.154893275476807,0.6925563223019997
17186,10,2,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1,1,1,2,1,1,2,1,1,2,7,1,1,0.802200473100524,1.0024982271675056
5402,10,1,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,1,2,1,1,3,1,1,3,8,3,1,2.4066014193015723,2.177849203594945
8272,8,2,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2,1,1,2,3,5,4,4,2,3,8,4,1,1.154893275476807,0.5448223259851441
5899,10,3,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2,1,2,2,1,1,3,1,2,2,5,1,2,0.802200473100524,0.5047633537300016
8863,10,1,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,12,1,2,2,1,1,4,1,1,1,4,2,1,0.802200473100524,0.3157657098223852
17450,10,3,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,3,1,2,1,1,4,1,1,2,2,3,1,1.604400946201048,2.2974690832520817
17434,10,2,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,3,2,1,1,3,4,1,2,2,4,4,1,0.802200473100524,0.5634129882480631
2616,9,1,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1,2,1,2,1,1,2,1,2,2,3,3,1,0.4509005960677219,0.3477149778257488
14436,10,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,1,2,1,1,4,1,1,2,8,3,1,1.604400946201048,0.5084560020428105
10828,2,2,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,2,2,2,2,4,1,2,1,2,3,1,0.577363668715013,0.3270977829210342
8391,7,2,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2,2,3,1,2,3,1,1,2,3,4,3,1,0.26624724013744,0.6472896888530842
8108,1,1,1.0,2.0,99.0,99.0,1.0,99.0,99.0,99.0,99.0,99.0,99.0,1,3,2,2,1,1,3,1,1,2,2,2,1,0.1601642992143456,0.1878647262095044
5136,10,3,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,2,2,1,1,4,1,2,2,4,2,1,0.802200473100524,0.3023377648021949
1220,10,2,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,3,2,5,4,2,1,2,2,7,3,1,0.802200473100524,1.1157618797185196
503,10,2,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,10,1,2,2,1,1,2,1,1,2,7,4,1,0.802200473100524,0.6281114766693636
301,10,3,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,2,1,2,1,1,3,4,1,1,5,2,2,0.802200473100524,0.5268816576803247
3930,10,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,1,1,2,1,1,4,1,1,2,8,3,1,1.604400946201048,1.4092482398597106
16916,10,2,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,3,2,1,1,3,1,1,2,8,3,1,0.802200473100524,0.1775648409676334
18133,10,3,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,5,1,3,2,1,1,4,1,1,2,8,1,1,1.604400946201048,0.4705730713411775
456,10,3,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,12,2,3,2,1,1,4,1,2,2,4,2,1,1.604400946201048,0.6645332708756385
16837,10,3,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1,3,99,2,1,1,2,1,2,4,4,2,2,1.2033007096507862,1.7153109450763289
6610,10,3,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,12,2,1,2,1,1,4,1,1,1,1,3,1,0.401100236550262,0.2456401232066769
5636,2,3,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1,2,4,2,2,2,4,3,2,2,2,3,1,1.154727337430026,1.5381216064381162
3637,4,1,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1,3,3,2,2,2,4,4,2,2,1,3,1,1.6815511175595308,1.4320316311962535
16193,10,2,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,12,1,1,2,1,1,4,4,1,2,5,4,1,0.802200473100524,0.2861842232734421
9738,10,3,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1,2,1,2,1,1,3,1,2,2,6,1,1,0.802200473100524,0.4999664646693755
7179,10,2,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,1,3,2,1,1,2,1,1,1,6,4,1,0.802200473100524,0.6281114766693636
2499,10,3,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1,2,1,2,1,1,1,1,1,3,5,3,1,1.2033007096507862,5.016797973032594
8130,10,2,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2,1,1,2,1,1,3,1,2,2,8,3,1,0.802200473100524,0.9063111272829054
4329,10,2,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1,2,2,2,1,1,2,1,2,1,2,2,1,0.802200473100524,0.4555780936169518
12611,10,1,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,12,1,1,2,1,1,3,1,2,1,4,3,1,0.802200473100524,0.5178059797574346
80,1,2,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,12,3,3,2,1,1,1,1,2,1,1,2,1,0.0800821496071728,0.0689407420217793
18510,10,2,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,5,3,2,2,1,1,4,4,2,3,99,3,1,1.2033007096507862,0.7427633175998117
1625,10,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,2,2,1,1,4,1,2,1,1,4,1,0.802200473100524,0.5787881008765929
17184,10,2,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1,1,4,99,99,99,99,1,2,99,99,3,1,0.802200473100524,1.08231950908478
2631,10,1,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,10,1,4,2,1,1,2,3,2,1,5,1,1,0.401100236550262,0.6252259853011917
189,1,3,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1,1,1,2,1,1,3,1,2,2,8,3,1,0.1601642992143456,0.1239452749808421
13929,10,2,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,12,1,1,2,1,1,2,1,1,2,5,1,1,0.802200473100524,0.7084961326987771
9655,7,3,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2,3,99,1,1,3,3,4,2,2,99,4,1,0.3549963201832534,0.8993597796218751
2325,10,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,4,1,3,2,2,2,3,4,1,3,4,3,1,1.2033007096507862,1.010034096870808
648,1,3,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1,3,2,2,2,2,2,3,2,2,2,3,1,0.3203285984286912,0.3854463205796724
14586,10,2,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,1,3,2,1,1,2,1,2,2,6,2,1,0.802200473100524,0.70317731391763
2460,1,1,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,3,2,2,2,2,3,1,1,1,1,3,2,0.1601642992143456,0.2339949421361751
17975,10,2,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2,1,4,2,1,1,2,4,2,1,7,4,1,0.401100236550262,0.7968757777051597
13453,7,2,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,12,3,4,1,99,3,3,99,2,1,1,1,1,0.1774981600916267,0.4554501308390507
4014,10,99,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,2,2,1,1,4,1,2,1,4,1,1,0.802200473100524,0.4830830209228776
5491,10,2,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,2,2,1,1,4,1,1,2,7,4,1,1.604400946201048,0.4778976066732179
461,6,2,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2,1,2,1,1,3,2,4,1,2,8,3,1,0.783130841714174,1.0205850978969495
5446,10,3,,,,,,,,,,,,2,3,2,1,1,3,4,1,2,1,1,4,1,0.802200473100524,0.5634129882480631
5357,10,3,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1,3,1,2,1,1,1,1,2,2,5,3,2,0.802200473100524,2.246573683898656
10833,10,2,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,3,1,2,1,1,4,1,1,1,1,3,1,0.802200473100524,0.6604574257825447
9398,7,1,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,12,2,2,1,1,3,1,1,2,2,1,3,1,0.3549963201832534,0.8544890571068536
6180,9,2,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1,2,4,2,99,99,3,1,2,5,8,2,1,0.6763508941015829,0.3083001864761808
8956,10,1,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,3,1,3,2,1,1,2,1,2,2,7,4,1,1.604400946201048,2.4633121616337643
7205,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,12,3,3,2,2,2,2,1,1,1,1,2,1,0.577363668715013,0.9390116291866872
3866,10,1,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1,1,1,2,4,4,2,4,1,2,4,2,1,1.604400946201048,3.670297279733598
5603,10,1,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,9,1,2,2,1,1,2,1,1,1,4,3,1,0.802200473100524,0.5839163571908784
18661,10,3,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,2,3,2,1,1,2,1,2,3,5,3,2,2.4066014193015723,1.592366140984453
1507,10,2,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,3,2,1,1,4,1,1,4,99,3,1,2.4066014193015723,1.008125250358083
8775,10,99,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,1,2,1,1,4,1,2,2,8,4,1,1.604400946201048,1.3001334462942225
8988,7,1,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,3,2,1,99,3,4,1,1,2,4,3,1,0.3549963201832534,0.6344896256612814
3428,10,2,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,12,1,2,2,1,1,4,1,1,2,4,3,1,1.604400946201048,0.6967890342095625
3460,10,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2,2,1,2,1,1,3,1,2,2,3,2,2,1.604400946201048,0.7523505626687603
10841,5,2,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,5,3,1,2,1,1,1,1,1,2,2,2,1,0.624820777113219,3.146607508773801
14801,9,1,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2,3,2,2,1,1,1,1,2,2,2,3,1,0.4509005960677219,1.3951706269147748
3195,10,2,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,12,1,2,2,1,1,2,1,1,2,8,3,1,0.802200473100524,0.7748556833167196
8043,9,2,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,12,1,1,2,1,1,2,1,2,1,8,4,1,0.2254502980338609,0.2995297395673366
5481,10,2,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2,1,4,2,2,2,2,4,2,2,4,4,1,1.604400946201048,1.5729722899074725
17330,10,2,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,1,2,2,3,5,4,4,2,1,6,4,1,0.802200473100524,0.3862850134508244
16640,10,2,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,3,2,1,1,4,1,1,1,4,3,1,0.802200473100524,0.2670737930672933
3011,6,2,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2,1,2,2,1,1,4,1,2,2,8,1,1,1.566261683428348,1.0880971202422285
8646,8,1,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,12,2,4,1,1,3,1,4,2,3,4,3,1,0.5774466377384035,1.9251616721417824
11199,10,1,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1,1,3,2,3,5,3,99,1,2,7,4,1,0.802200473100524,0.5161453130641054
8732,10,3,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2,3,4,1,1,3,2,1,1,2,1,3,2,0.802200473100524,2.7815999072041566
17343,10,1,99.0,1.0,99.0,99.0,99.0,1.0,99.0,99.0,99.0,99.0,99.0,8,1,2,2,3,5,2,4,1,4,7,4,1,1.2033007096507862,1.4845187926576904
4300,1,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,3,1,1,2,3,4,4,2,99,99,1,1,0.3203285984286912,0.4212544592033184
5576,10,1,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,12,2,1,2,1,1,1,1,1,3,1,4,1,1.2033007096507862,3.035679665191554
10902,8,1,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1,3,99,1,1,3,4,4,2,2,5,4,1,0.7699288503178715,1.7550486108886745
5825,10,2,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2,2,1,2,1,1,4,1,2,1,8,3,1,0.802200473100524,0.9138720115160924
11230,8,1,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2,1,2,2,4,4,1,1,2,1,3,1,1,0.3849644251589357,0.7004548948898753
14744,10,1,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,3,2,1,1,3,1,1,2,8,2,1,0.802200473100524,0.4591964935880012
3890,10,3,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,3,2,1,1,3,1,1,2,8,2,1,0.802200473100524,0.4019661911375884
6547,10,1,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,2,3,2,1,1,4,1,2,1,2,2,2,0.802200473100524,0.3760871119898284
5122,10,3,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,1,2,1,1,2,1,2,1,7,3,2,0.802200473100524,0.6009880050411436
17549,10,2,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,12,2,3,2,1,1,3,1,2,2,1,3,1,0.802200473100524,0.8250732491374655
15273,10,2,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,12,1,2,2,1,1,4,1,2,2,8,4,1,0.802200473100524,0.3710431888255634
17405,10,99,1.0,2.0,99.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,99,2,1,1,4,1,2,1,4,4,1,0.802200473100524,0.6629125151929992
13063,10,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2,1,2,2,1,1,3,1,2,2,7,2,1,1.604400946201048,0.7642083424117949
17585,9,3,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,12,2,2,2,2,2,3,1,2,2,4,3,2,0.4509005960677219,0.3002292652789781
18706,9,1,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1,3,1,2,1,1,3,1,1,99,4,4,1,0.901801192135444,1.6180436174042103
855,7,3,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2,3,2,1,5,3,2,1,2,2,1,4,1,0.3549963201832534,0.7150670452840103
12919,7,2,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2,3,2,1,1,3,3,1,2,2,3,3,1,0.3549963201832534,0.5237818195577365
5970,10,3,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2,1,3,2,4,4,4,1,2,1,4,3,1,0.401100236550262,0.2440752352027201
11753,5,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1,1,1,2,1,1,1,1,1,2,5,4,1,1.249641554226438,0.6407971897880292
10825,10,2,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2,2,3,2,1,1,4,1,1,1,5,2,1,0.802200473100524,0.4059724519644319
16939,10,2,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,12,1,3,2,1,1,4,1,1,2,2,4,1,1.604400946201048,0.8600735264633779
11904,10,3,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,1,1,2,1,1,4,1,1,2,8,4,1,1.604400946201048,0.8600735264633779
17851,10,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1,1,2,1,1,3,3,2,2,1,4,3,1,0.802200473100524,0.6067572146128729
6239,10,2,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,5,2,1,2,1,1,3,1,2,2,5,3,1,1.604400946201048,0.9191244588032262
7035,10,3,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,2,1,2,1,1,4,1,1,2,2,3,2,1.604400946201048,0.8276448896651016
78,10,3,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,7,1,4,2,3,5,4,1,1,5,5,4,1,1.2033007096507862,0.4336755030794109
10962,10,2,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,1,2,1,1,4,1,2,2,99,3,1,0.802200473100524,0.6161642993203253
610,2,1,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1,1,99,2,1,1,4,1,1,2,5,3,1,0.577363668715013,0.1764851065067097
13422,10,2,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1,3,4,1,99,3,3,4,2,5,2,4,1,2.4066014193015723,5.454124253915292
17387,7,3,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1,1,1,2,1,1,1,1,2,1,1,4,1,0.1774981600916267,0.5033849910046498
11163,10,2,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2,1,1,2,3,5,3,4,2,99,8,1,1,0.802200473100524,0.5712240358379509
16776,10,2,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,12,2,3,2,1,1,1,1,1,4,8,4,1,2.4066014193015723,5.454124253915292
2221,10,3,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,2,3,2,2,2,4,3,2,1,1,3,1,0.802200473100524,0.4689061011565629
925,10,1,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,12,2,4,2,3,5,3,4,1,3,2,3,1,2.4066014193015723,2.2290244272679822
1635,8,3,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,2,1,99,3,4,4,1,2,3,4,1,0.7699288503178715,0.4197119078595688
6272,10,3,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1,2,1,2,1,1,2,1,2,2,5,2,2,0.802200473100524,0.491661890312784
13098,10,1,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,2,1,2,1,1,4,1,1,1,3,4,1,0.802200473100524,0.3790961696144639
12647,9,3,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,12,2,3,2,1,1,3,1,2,1,1,2,2,0.4509005960677219,0.3911355487548241
16817,10,2,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,5,2,1,2,1,1,2,1,2,5,8,3,1,1.2033007096507862,0.8850627660851696
11751,9,2,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,12,2,3,2,1,1,1,1,1,2,5,2,2,0.4509005960677219,0.8757522665121173
7200,10,2,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2,2,1,2,1,1,4,1,1,2,99,1,1,0.802200473100524,0.4927264115515458
14386,7,1,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2,1,3,1,5,3,1,1,1,3,3,2,1,0.26624724013744,0.5448429903319099
12734,10,2,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,9,1,2,2,1,1,2,1,1,2,8,1,1,0.802200473100524,0.821072465521035
3965,7,1,,,,,,,,,,,,12,3,2,1,99,3,4,4,1,2,2,1,1,0.3549963201832534,0.5352668943672133
16856,8,1,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1,1,1,2,1,1,4,1,2,2,2,3,1,0.7699288503178715,0.3795488104864439
13603,10,3,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2,3,1,2,1,1,4,1,2,1,2,1,1,0.802200473100524,0.8194257037350894
12642,7,2,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1,3,2,1,99,3,3,1,1,3,2,3,1,0.5324944802748801,0.7746536394425273
15768,10,2,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,1,2,1,1,3,1,1,2,6,4,1,1.604400946201048,1.108024372999556
13169,10,2,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,12,2,1,2,3,5,1,4,2,4,2,3,1,2.4066014193015723,4.570462745356645
3121,10,2,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,12,1,2,2,3,5,1,4,2,1,5,3,1,0.401100236550262,0.5322891310376602
18026,6,2,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2,2,2,1,99,3,3,4,1,2,5,4,1,0.783130841714174,0.779835308878286
12621,6,2,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,1,2,1,1,2,1,1,2,8,3,1,1.566261683428348,1.281373457855664
4058,10,2,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2,2,2,1,1,3,4,1,2,2,6,4,1,1.604400946201048,0.6811028928878464
8965,2,2,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,11,2,2,2,2,2,1,1,1,3,3,3,1,1.732091006145039,4.841566906337712
56,8,2,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2,3,2,1,99,3,3,4,2,2,1,3,1,0.7699288503178715,1.7815240299104738
1851,2,1,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1,2,2,2,2,2,2,1,2,1,3,1,1,0.577363668715013,0.8580000649886008
1085,10,3,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1,3,1,2,1,1,3,1,1,2,8,3,2,1.604400946201048,1.999158463597348
16242,10,3,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,3,1,2,1,1,4,1,1,2,3,3,1,1.604400946201048,1.748987859705661
7769,10,3,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,12,2,2,2,1,1,2,1,2,1,1,1,2,0.401100236550262,0.2206230024174004
7551,10,2,,,,,,,,,,,,99,99,3,2,1,1,3,1,1,1,8,1,1,0.802200473100524,0.1869340742810732
18059,10,2,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,9,2,2,2,1,1,1,1,2,2,6,3,1,0.802200473100524,1.1289482203664682
7042,2,2,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,12,1,2,2,1,1,2,1,2,2,5,3,1,0.577363668715013,0.524637067565756
